id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
TX0000015439,559,TRANSFER,495.00,C000000695,46901.00,46406.00,C000007720,24130.50,24625.50,0,0
TX0000015440,560,CASH_OUT,2346.40,C000000708,50020.00,47673.60,C000007749,4457.20,4457.20,0,0
TX0000015441,561,CASH_OUT,2048.00,C000000721,1930.00,0.00,C000007778,31222.60,31222.60,0,0
TX0000015442,562,CASH_OUT,688.80,C000000734,4877.00,4188.20,C000007807,15964.00,15964.00,0,0
TX0000015443,563,CASH_IN,709.80,C000000747,7824.00,8533.80,C000007836,43426.00,44135.80,0,0
TX0000015444,564,PAYMENT,604.50,C000000760,10771.00,10166.50,M00003418,8185.50,8790.00,0,0
TX0000015445,565,PAYMENT,2870.40,C000000773,16984.50,14114.10,M00003437,75843.20,78713.60,0,0
TX0000015446,566,PAYMENT,1859.00,C000000786,16665.00,14806.00,M00003456,140869.50,142728.50,0,0
TX0000015447,567,PAYMENT,879.80,C000000799,19612.00,18732.20,M00003475,13147.40,14027.20,0,0
TX0000015448,568,PAYMENT,1122.30,C000000812,22559.00,21436.70,M00003494,80316.40,81438.70,0,0
TX0000015449,569,PAYMENT,304.00,C000000825,25506.00,25202.00,M00003513,149248.00,149552.00,0,0
TX0000015450,570,PAYMENT,2984.40,C000000838,28453.00,25468.60,M00003532,12160.20,15144.60,0,0
TX0000015451,571,PAYMENT,180.00,C000000851,31400.00,31220.00,M00003551,84640.00,84820.00,0,0
TX0000015452,572,TRANSFER,1595.30,C000000864,34347.00,32751.70,C000008097,7441.20,9036.50,0,0
TX0000015453,573,TRANSFER,1124.80,C000000877,37294.00,36169.20,C000008126,41232.50,42357.30,0,0
TX0000015454,574,TRANSFER,4065.00,C000000890,40241.00,36176.00,C000008155,21540.00,25605.00,0,0
TX0000015455,575,CASH_OUT,348.40,C000000903,43188.00,42839.60,C000008184,1427.00,1427.00,0,0
TX0000015456,576,CASH_OUT,71.00,C000000916,46135.00,46064.00,C000008213,30241.60,30241.60,0,0
TX0000015457,577,CASH_IN,1900.80,C000000929,49082.00,50982.80,C000008242,10729.00,12629.80,0,0
TX0000015458,578,DEBIT,717.30,C000000942,2329.80,1612.50,M00003684,158133.40,158850.70,0,0
TX0000015459,579,PAYMENT,472.00,C000000955,4976.00,4504.00,M00003703,24450.00,24922.00,0,0
TX0000015460,580,PAYMENT,542.40,C000000968,7923.00,7380.60,M00003722,93323.20,93865.60,0,0
TX0000015461,581,PAYMENT,2632.00,C000000981,10870.00,8238.00,M00003741,162596.00,165228.00,0,0
TX0000015462,582,PAYMENT,1796.30,C000000994,13817.00,12020.70,M00003760,26177.40,27973.70,0,0
TX0000015463,583,PAYMENT,550.80,C000001007,16764.00,16213.20,M00003779,98278.40,98829.20,0,0
TX0000015464,584,PAYMENT,969.00,C000001020,20160.00,19191.00,M00003798,165532.50,166501.50,0,0
TX0000015465,585,PAYMENT,326.40,C000001033,22658.00,22331.60,M00003817,36987.20,37313.60,0,0
TX0000015466,586,PAYMENT,2830.50,C000001046,25605.00,22774.50,M00003836,97546.50,100377.00,0,0
TX0000015467,587,TRANSFER,1281.80,C000001059,28552.00,27270.20,C000008532,6353.70,7635.50,0,0
TX0000015468,588,TRANSFER,1350.80,C000001072,31499.00,30148.20,C000008561,36890.00,38240.80,0,0
TX0000015469,589,CASH_OUT,1056.00,C000001085,37186.50,36130.50,C000008590,16384.50,16384.50,0,0
TX0000015470,590,CASH_OUT,3819.90,C000001098,37393.00,33573.10,C000008619,46192.00,46192.00,0,0
TX0000015471,591,CASH_IN,2619.00,C000001111,40340.00,42959.00,C000008648,24805.60,27424.60,0,0
TX0000015472,592,DEBIT,87.30,C000001124,43287.00,43199.70,M00003950,108376.40,108463.70,0,0
TX0000015473,593,PAYMENT,1740.80,C000001137,46234.00,44493.20,M00003969,173618.40,175359.20,0,0
TX0000015474,594,PAYMENT,733.00,C000001150,50049.00,49316.00,M00003988,42972.50,43705.50,0,0
TX0000015475,595,PAYMENT,3911.40,C000001163,2128.00,0.00,M00004007,109816.20,113727.60,0,0
TX0000015476,596,PAYMENT,467.50,C000001176,5075.00,4607.50,M00004026,178422.50,178890.00,0,0
TX0000015477,597,PAYMENT,2380.80,C000001189,10106.40,7725.60,M00004045,47870.40,50251.20,0,0
TX0000015478,598,PAYMENT,1720.80,C000001202,11063.80,9343.00,M00004064,111446.90,113167.70,0,0
TX0000015479,599,PAYMENT,5159.00,C000001215,13916.00,8757.00,M00004083,183371.00,188530.00,0,0
TX0000015480,600,PAYMENT,802.90,C000001228,16863.00,16060.10,M00004102,50710.20,51513.10,0,0
TX0000015481,601,TRANSFER,336.00,C000001241,19810.00,19474.00,C000008938,22353.00,22689.00,0,0
TX0000015482,602,TRANSFER,2663.80,C000001254,22757.00,20093.20,C000008967,991.20,3655.00,0,0
TX0000015483,603,CASH_OUT,1290.80,C000001267,26367.30,25076.50,C000008996,31655.00,31655.00,0,0
TX0000015484,604,CASH_OUT,1093.50,C000001280,28651.00,27557.50,C000009025,9020.00,9020.00,0,0
TX0000015485,605,CASH_OUT,974.40,C000001293,31598.00,30623.60,C000009054,40957.00,40957.00,0,0
TX0000015486,606,CASH_IN,3562.00,C000001306,34545.00,38107.00,C000009083,19954.60,23516.60,0,0
TX0000015487,607,PAYMENT,2536.80,C000001319,37492.00,34955.20,M00004235,123961.40,126498.20,0,0
TX0000015488,608,PAYMENT,90.80,C000001332,40439.00,40348.20,M00004254,193358.90,193449.70,0,0
TX0000015489,609,PAYMENT,1568.00,C000001345,43386.00,41818.00,M00004273,59128.00,60696.00,0,0
TX0000015490,610,PAYMENT,735.90,C000001358,46333.00,45597.10,M00004292,132813.20,133549.10,0,0
TX0000015491,611,PAYMENT,3738.00,C000001371,49280.00,45542.00,M00004311,195144.00,198882.00,0,0
TX0000015492,612,PAYMENT,379.80,C000001384,2227.00,1847.20,M00004330,63483.40,63863.20,0,0
TX0000015493,613,PAYMENT,2116.80,C000001397,5567.30,3450.50,M00004349,133106.40,135223.20,0,0
TX0000015494,614,PAYMENT,1632.50,C000001410,8121.00,6488.50,M00004368,198028.00,199660.50,0,0
TX0000015495,615,TRANSFER,4894.40,C000001423,11068.00,6173.60,C000009344,35183.70,40078.10,0,0
TX0000015496,616,TRANSFER,624.00,C000001436,17846.80,17222.80,C000009373,17118.00,17742.00,0,0
TX0000015497,617,TRANSFER,332.80,C000001449,16962.00,16629.20,C000009402,46213.70,46546.50,0,0
TX0000015498,618,CASH_OUT,2484.30,C000001462,19909.00,17424.70,C000009431,26420.00,26420.00,0,0
TX0000015499,619,CASH_OUT,1287.00,C000001475,22856.00,21569.00,C000009460,3962.00,3962.00,0,0
TX0000015500,620,CASH_IN,823.40,C000001488,25803.00,26626.40,C000009489,34745.20,35568.60,0,0
TX0000015501,621,PAYMENT,880.00,C000001501,30830.80,29950.80,M00004501,75160.00,76040.00,0,0
TX0000015502,622,PAYMENT,3291.30,C000001514,33555.40,30264.10,M00004520,144306.90,147598.20,0,0
TX0000015503,623,PAYMENT,2441.80,C000001527,34644.00,32202.20,M00004539,9172.40,11614.20,0,0
TX0000015504,624,PAYMENT,81.50,C000001540,37591.00,37509.50,M00004558,81903.00,81984.50,0,0
TX0000015505,625,PAYMENT,1382.40,C000001553,40538.00,39155.60,M00004577,144599.20,145981.60,0,0
TX0000015506,626,PAYMENT,726.00,C000001566,43485.00,42759.00,M00004596,12688.00,13414.00,0,0
TX0000015507,627,PAYMENT,3551.80,C000001579,47458.90,43907.10,M00004615,80433.40,83985.20,0,0
TX0000015508,628,PAYMENT,279.30,C000001592,49379.00,49099.70,M00004634,153365.90,153645.20,0,0
TX0000015509,629,TRANSFER,1840.00,C000001605,2326.00,486.00,C000009750,2581.00,4421.00,0,0
TX0000015510,630,TRANSFER,1531.40,C000001618,5273.00,3741.60,C000009779,30199.20,31730.60,0,0
TX0000015511,631,TRANSFER,162.00,C000001631,8220.00,8058.00,C000009808,11883.00,12045.00,0,0
TX0000015512,632,CASH_OUT,432.30,C000001644,13074.40,12642.10,C000009837,37555.20,37555.20,0,0
TX0000015513,633,CASH_OUT,316.80,C000001657,14114.00,13797.20,C000009866,19079.00,19079.00,0,0
TX0000015514,634,CASH_IN,2292.00,C000001670,17061.00,19353.00,C000009895,0.00,2292.00,0,0
TX0000015515,635,DEBIT,1270.40,C000001683,20635.00,19364.60,M00004767,25247.20,26517.60,0,0
TX0000015516,636,PAYMENT,540.50,C000001696,22955.00,22414.50,M00004786,93116.50,93657.00,0,0
TX0000015517,637,PAYMENT,772.80,C000001709,25902.00,25129.20,M00004805,160514.40,161287.20,0,0
TX0000015518,638,PAYMENT,3007.80,C000001722,28849.00,25841.20,M00004824,31554.40,34562.20,0,0
TX0000015519,639,PAYMENT,2334.00,C000001735,31796.00,29462.00,M00004843,94345.00,96679.00,0,0
TX0000015520,640,PAYMENT,599.40,C000001748,34743.00,34143.60,M00004862,166898.70,167498.10,0,0
TX0000015521,641,PAYMENT,1184.00,C000001761,39223.30,38039.30,M00004881,30032.00,31216.00,0,0
TX0000015522,642,PAYMENT,703.30,C000001774,40637.00,39933.70,M00004900,101273.90,101977.20,0,0
TX0000015523,643,PAYMENT,3352.80,C000001787,43584.00,40231.20,M00004919,165684.40,169037.20,0,0
TX0000015524,644,TRANSFER,1966.00,C000001800,46531.00,44565.00,C000010185,47346.00,49312.00,0,0
TX0000015525,645,TRANSFER,1550.40,C000001813,49478.00,47927.60,C000010214,25799.70,27350.10,0,0
TX0000015526,646,CASH_OUT,1417.50,C000001826,5815.80,4398.30,C000010243,5825.60,5825.60,0,0
TX0000015527,647,CASH_OUT,223.80,C000001839,5372.00,5148.20,C000010272,35935.20,35935.20,0,0
TX0000015528,648,CASH_IN,3287.80,C000001852,8319.00,11606.80,C000010301,13730.00,17017.80,0,0
TX0000015529,649,CASH_IN,288.00,C000001865,11266.00,11554.00,C000010330,44539.50,44827.50,0,0
TX0000015530,650,PAYMENT,2086.90,C000001878,14213.00,12126.10,M00000052,187487.70,189574.60,0,0
TX0000015531,651,PAYMENT,1241.00,C000001891,17679.30,16438.30,M00000071,55303.00,56544.00,0,0
TX0000015532,652,PAYMENT,4564.80,C000001904,20107.00,15542.20,M00000090,123347.40,127912.20,0,0
TX0000015533,653,PAYMENT,652.80,C000001917,23054.00,22401.20,M00000109,190830.40,191483.20,0,0
TX0000015534,654,PAYMENT,2711.50,C000001930,26001.00,23289.50,M00000128,61693.50,64405.00,0,0
TX0000015535,655,PAYMENT,2213.40,C000001943,28948.00,26734.60,M00000147,124479.20,126692.60,0,0
TX0000015536,656,PAYMENT,654.50,C000001956,31895.00,31240.50,M00000166,196856.00,197510.50,0,0
TX0000015537,657,PAYMENT,972.80,C000001969,34842.00,33869.20,M00000185,60426.40,61399.20,0,0
TX0000015538,658,TRANSFER,667.80,C000001982,37789.00,37121.20,C000010591,12044.00,12711.80,0,0
TX0000015539,659,TRANSFER,3141.00,C000001995,41109.00,37968.00,C000010620,39930.50,43071.50,0,0
TX0000015540,660,CASH_OUT,1929.90,C000002008,43683.00,41753.10,C000010649,20617.20,20617.20,0,0
TX0000015541,661,CASH_OUT,1248.00,C000002021,46630.00,45382.00,C000010678,0.00,0.00,0,0
TX0000015542,662,CASH_OUT,1290.80,C000002034,49577.00,48286.20,C000010707,30490.20,30490.20,0,0
TX0000015543,663,CASH_IN,272.80,C000002047,2524.00,2796.80,C000010736,8966.00,9238.80,0,0
TX0000015544,664,PAYMENT,3160.50,C000002060,5471.00,2310.50,M00000318,135170.50,138331.00,0,0
TX0000015545,665,PAYMENT,246.40,C000002073,9044.50,8798.10,M00000337,206607.20,206853.60,0,0
TX0000015546,666,PAYMENT,1869.00,C000002086,11365.00,9496.00,M00000356,72862.00,74731.00,0,0
TX0000015547,667,PAYMENT,1198.80,C000002099,14312.00,13113.20,M00000375,141040.40,142239.20,0,0
TX0000015548,668,PAYMENT,4346.30,C000002112,17259.00,12912.70,M00000394,8539.90,12886.20,0,0
TX0000015549,669,PAYMENT,520.00,C000002125,20206.00,19686.00,M00000413,76108.00,76628.00,0,0
TX0000015550,670,PAYMENT,2402.40,C000002138,26779.00,24376.60,M00000432,146794.20,149196.60,0,0
TX0000015551,671,PAYMENT,2080.00,C000002151,26100.00,24020.00,M00000451,10730.00,12810.00,0,0
TX0000015552,672,TRANSFER,696.80,C000002164,29047.00,28350.20,C000010997,23621.20,24318.00,0,0
TX0000015553,673,TRANSFER,748.80,C000002177,31994.00,31245.20,C000011026,6672.50,7421.30,0,0
TX0000015554,674,TRANSFER,619.50,C000002190,34941.00,34321.50,C000011055,35240.00,35859.50,0,0
TX0000015555,675,CASH_OUT,2916.40,C000002203,37888.00,34971.60,C000011084,14965.20,14965.20,0,0
TX0000015556,676,CASH_OUT,1881.00,C000002216,40835.00,38954.00,C000011113,42471.60,42471.60,0,0
TX0000015557,677,CASH_IN,932.80,C000002229,43782.00,44714.80,C000011142,25630.20,26563.00,0,0
TX0000015558,678,DEBIT,1151.30,C000002242,48917.80,47766.50,M00000584,88788.40,89939.70,0,0
TX0000015559,679,PAYMENT,309.00,C000002255,49832.50,49523.50,M00000603,157758.00,158067.00,0,0
TX0000015560,680,PAYMENT,3020.40,C000002268,2623.00,0.00,M00000622,20598.20,23618.60,0,0
TX0000015561,681,PAYMENT,192.00,C000002281,5570.00,5378.00,M00000641,93116.00,93308.00,0,0
TX0000015562,682,PAYMENT,1638.30,C000002294,8517.00,6878.70,M00000660,158197.90,159836.20,0,0
TX0000015563,683,PAYMENT,1143.80,C000002307,11464.00,10320.20,M00000679,26109.40,27253.20,0,0
TX0000015564,684,PAYMENT,4115.00,C000002320,16193.00,12078.00,M00000698,93694.00,97809.00,0,0
TX0000015565,685,PAYMENT,374.40,C000002333,17358.00,16983.60,M00000717,161887.20,162261.60,0,0
TX0000015566,686,PAYMENT,73.00,C000002346,20305.00,20232.00,M00000736,31856.50,31929.50,0,0
TX0000015567,687,TRANSFER,1933.80,C000002359,23252.00,21318.20,C000011432,18723.70,20657.50,0,0
TX0000015568,688,TRANSFER,726.30,C000002372,26199.00,25472.70,C000011461,1886.00,2612.30,0,0
TX0000015569,689,CASH_OUT,512.00,C000002385,29146.00,28634.00,C000011490,31584.50,31584.50,0,0
TX0000015570,690,CASH_OUT,558.40,C000002398,32093.00,31534.60,C000011519,9898.20,9898.20,0,0
TX0000015571,691,CASH_IN,2679.00,C000002411,35040.00,37719.00,C000011548,40425.60,43104.60,0,0
TX0000015572,692,DEBIT,1819.30,C000002424,37987.00,36167.70,M00000850,34631.40,36450.70,0,0
TX0000015573,693,PAYMENT,604.80,C000002437,40934.00,40329.20,M00000869,106770.40,107375.20,0,0
TX0000015574,694,PAYMENT,999.00,C000002450,44301.00,43302.00,M00000888,174007.50,175006.50,0,0
TX0000015575,695,PAYMENT,332.40,C000002463,46828.00,46495.60,M00000907,45500.20,45832.60,0,0
TX0000015576,696,PAYMENT,2867.50,C000002476,49775.00,46907.50,M00000926,105987.50,108855.00,0,0
TX0000015577,697,PAYMENT,1294.80,C000002489,7714.90,6420.10,M00000945,178328.40,179623.20,0,0
TX0000015578,698,PAYMENT,1394.80,C000002502,5669.00,4274.20,M00000964,43495.40,44890.20,0,0
TX0000015579,699,PAYMENT,1076.00,C000002515,8616.00,7540.00,M00000983,115190.00,116266.00,0,0
TX0000015580,700,PAYMENT,3870.90,C000002528,11563.00,7692.10,M00001002,178809.70,182680.60,0,0
TX0000015581,701,TRANSFER,2646.00,C000002541,14510.00,11864.00,C000011838,36132.10,38778.10,0,0
TX0000015582,702,TRANSFER,90.30,C000002554,17457.00,17366.70,C000011867,16571.20,16661.50,0,0
TX0000015583,703,CASH_OUT,1774.80,C000002567,23288.80,21514.00,C000011896,43752.00,43752.00,0,0
TX0000015584,704,CASH_OUT,743.00,C000002580,23351.00,22608.00,C000011925,25020.00,25020.00,0,0
TX0000015585,705,CASH_OUT,3952.40,C000002593,26298.00,22345.60,C000011954,6057.00,6057.00,0,0
TX0000015586,706,CASH_IN,484.50,C000002606,29245.00,29729.50,C000011983,35274.60,35759.10,0,0
TX0000015587,707,PAYMENT,2428.80,C000002619,32192.00,29763.20,M00001135,56344.40,58773.20,0,0
TX0000015588,708,PAYMENT,1744.80,C000002632,36256.80,34512.00,M00001154,119903.90,121648.70,0,0
TX0000015589,709,PAYMENT,5214.00,C000002645,38086.00,32872.00,M00001173,191866.00,197080.00,0,0
TX0000015590,710,PAYMENT,833.90,C000002658,41033.00,40199.10,M00001192,59188.20,60022.10,0,0
TX0000015591,711,PAYMENT,343.00,C000002671,43980.00,43637.00,M00001211,130504.00,130847.00,0,0
TX0000015592,712,PAYMENT,2701.80,C000002684,46927.00,44225.20,M00001230,191338.40,194040.20,0,0
TX0000015593,713,PAYMENT,1304.80,C000002697,51840.30,50535.50,M00001249,63502.40,64807.20,0,0
TX0000015594,714,PAYMENT,1138.50,C000002710,2821.00,1682.50,M00001268,128754.50,129893.00,0,0
TX0000015595,715,TRANSFER,995.40,C000002723,5768.00,4772.60,C000012244,1143.70,2139.10,0,0
TX0000015596,716,TRANSFER,3614.00,C000002736,9391.80,5777.80,C000012273,31723.60,35337.60,0,0
TX0000015597,717,TRANSFER,2564.80,C000002749,11662.00,9097.20,C000012302,11493.70,14058.50,0,0
TX0000015598,718,CASH_OUT,94.80,C000002762,14609.00,14514.20,C000012331,41520.00,41520.00,0,0
TX0000015599,719,CASH_OUT,1603.00,C000002775,17556.00,15953.00,C000012360,19662.00,19662.00,0,0
TX0000015600,720,CASH_IN,746.90,C000002788,20503.00,21249.90,C000012389,822.00,1568.90,0,0
TX0000015601,721,PAYMENT,3780.00,C000002801,23450.00,19670.00,M00001401,203600.00,207380.00,0,0
TX0000015602,722,PAYMENT,397.80,C000002814,28085.40,27687.60,M00001420,71977.40,72375.20,0,0
TX0000015603,723,PAYMENT,2165.80,C000002827,29344.00,27178.20,M00001439,141583.40,143749.20,0,0
TX0000015604,724,PAYMENT,1657.50,C000002840,32291.00,30633.50,M00001458,6488.00,8145.50,0,0
TX0000015605,725,PAYMENT,4950.40,C000002853,35238.00,30287.60,M00001477,76923.20,81873.60,0,0
TX0000015606,726,PAYMENT,656.00,C000002866,38185.00,37529.00,M00001496,141003.00,141659.00,0,0
TX0000015607,727,PAYMENT,340.80,C000002879,41132.00,40791.20,M00001515,15469.40,15810.20,0,0
TX0000015608,728,PAYMENT,2523.30,C000002892,44079.00,41555.70,M00001534,79260.90,81784.20,0,0
TX0000015609,729,TRANSFER,1302.00,C000002905,47026.00,45724.00,C000012650,15348.50,16650.50,0,0
TX0000015610,730,TRANSFER,869.40,C000002918,49973.00,49103.60,C000012679,45859.20,46728.60,0,0
TX0000015611,731,TRANSFER,902.00,C000002931,2920.00,2018.00,C000012708,26983.00,27885.00,0,0
TX0000015612,732,CASH_OUT,3344.30,C000002944,6718.40,3374.10,C000012737,3635.20,3635.20,0,0
TX0000015613,733,CASH_OUT,2470.80,C000002957,8814.00,6343.20,C000012766,36285.00,36285.00,0,0
TX0000015614,734,CASH_IN,86.50,C000002970,11761.00,11847.50,C000012795,14889.00,14975.50,0,0
TX0000015615,735,DEBIT,1418.40,C000002983,16502.50,15084.10,M00001667,153037.20,154455.60,0,0
TX0000015616,736,PAYMENT,738.00,C000002996,17655.00,16917.00,M00001686,21164.00,21902.00,0,0
TX0000015617,737,PAYMENT,3594.80,C000003009,20602.00,17007.20,M00001705,88892.40,92487.20,0,0
TX0000015618,738,PAYMENT,298.30,C000003022,23549.00,23250.70,M00001724,161862.90,162161.20,0,0
TX0000015619,739,PAYMENT,1890.00,C000003035,26496.00,24606.00,M00001743,26784.00,28674.00,0,0
TX0000015620,740,PAYMENT,1557.40,C000003048,29887.00,28329.60,M00001762,96363.70,97921.10,0,0
TX0000015621,741,PAYMENT,164.00,C000003061,32390.00,32226.00,M00001781,161942.00,162106.00,0,0
TX0000015622,742,PAYMENT,465.30,C000003074,35337.00,34871.70,M00001800,27628.90,28094.20,0,0
TX0000015623,743,PAYMENT,325.80,C000003087,38284.00,37958.20,M00001819,100396.40,100722.20,0,0
TX0000015624,744,TRANSFER,2332.00,C000003100,41231.00,38899.00,C000013085,12446.00,14778.00,0,0
TX0000015625,1,TRANSFER,1286.40,C000003113,44178.00,42891.60,C000013114,41159.70,42446.10,0,0
TX0000015626,2,CASH_OUT,587.50,C000003126,47927.80,47340.30,C000013143,21748.00,21748.00,0,0
TX0000015627,3,CASH_OUT,795.80,C000003139,50072.00,49276.20,C000013172,0.00,0.00,0,0
TX0000015628,4,CASH_IN,3061.80,C000003152,3019.00,6080.80,C000013201,31050.00,34111.80,0,0
TX0000015629,5,CASH_IN,2364.00,C000003165,5966.00,8330.00,C000013230,5789.50,8153.50,0,0
TX0000015630,6,PAYMENT,65.40,C000003178,8913.00,8847.60,M00001952,175411.70,175477.10,0,0
TX0000015631,7,PAYMENT,1221.00,C000003191,15670.30,14449.30,M00001971,38473.00,39694.00,0,0
TX0000015632,8,PAYMENT,716.30,C000003204,14807.00,14090.70,M00001990,109752.90,110469.20,0,0
TX0000015633,9,PAYMENT,3396.80,C000003217,17754.00,14357.20,M00002009,174146.40,177543.20,0,0
TX0000015634,10,PAYMENT,1986.00,C000003230,21389.00,19403.00,M00002028,46940.00,48926.00,0,0
TX0000015635,11,PAYMENT,1601.40,C000003243,23648.00,22046.60,M00002047,111946.20,113547.60,0,0
TX0000015636,12,PAYMENT,1444.50,C000003256,26595.00,25150.50,M00002066,181701.00,183145.50,0,0
TX0000015637,13,PAYMENT,226.80,C000003269,29542.00,29315.20,M00002085,46922.40,47149.20,0,0
TX0000015638,14,TRANSFER,3321.80,C000003282,32489.00,29167.20,C000013491,24904.00,28225.80,0,0
TX0000015639,15,TRANSFER,298.00,C000003295,38528.00,38230.00,C000013520,7211.00,7509.00,0,0
TX0000015640,16,CASH_OUT,2127.90,C000003308,38600.00,36472.10,C000013549,32007.20,32007.20,0,0
TX0000015641,17,CASH_OUT,1258.00,C000003321,41330.00,40072.00,C000013578,16513.00,16513.00,0,0
TX0000015642,18,CASH_OUT,4612.80,C000003334,44277.00,39664.20,C000013607,45970.20,45970.20,0,0
TX0000015643,19,CASH_IN,676.80,C000003347,47224.00,47900.80,C000013636,24506.00,25182.80,0,0
TX0000015644,20,PAYMENT,2766.50,C000003360,50171.00,47404.50,M00002218,125188.50,127955.00,0,0
TX0000015645,21,PAYMENT,2244.40,C000003373,3839.50,1595.10,M00002237,187957.20,190201.60,0,0
TX0000015646,22,PAYMENT,661.50,C000003386,6065.00,5403.50,M00002256,60372.00,61033.50,0,0
TX0000015647,23,PAYMENT,1010.80,C000003399,9012.00,8001.20,M00002275,123870.40,124881.20,0,0
TX0000015648,24,PAYMENT,681.80,C000003412,11959.00,11277.20,M00002294,194973.40,195655.20,0,0
TX0000015649,25,PAYMENT,3186.00,C000003425,14906.00,11720.00,M00002313,59362.00,62548.00,0,0
TX0000015650,26,PAYMENT,1950.90,C000003438,17853.00,15902.10,M00002332,134295.30,136246.20,0,0
TX0000015651,27,PAYMENT,1300.00,C000003451,20800.00,19500.00,M00002351,197070.00,198370.00,0,0
TX0000015652,28,TRANSFER,1318.80,C000003464,23747.00,22428.20,C000013897,42674.00,43992.80,0,0
TX0000015653,29,TRANSFER,276.80,C000003477,26694.00,26417.20,C000013926,22112.50,22389.30,0,0
TX0000015654,30,TRANSFER,3195.50,C000003490,29641.00,26445.50,C000013955,1976.00,5171.50,0,0
TX0000015655,31,CASH_OUT,257.40,C000003503,32588.00,32330.60,C000013984,30825.20,30825.20,0,0
TX0000015656,32,CASH_OUT,1911.00,C000003516,35535.00,33624.00,C000014013,8391.60,8391.60,0,0
TX0000015657,33,CASH_IN,1216.80,C000003529,38482.00,39698.80,C000014042,40810.20,42027.00,0,0
TX0000015658,34,DEBIT,4395.30,C000003542,46601.80,42206.50,M00002484,72016.90,76412.20,0,0
TX0000015659,35,PAYMENT,545.00,C000003555,44376.00,43831.00,M00002503,139568.00,140113.00,0,0
TX0000015660,36,PAYMENT,2458.40,C000003568,47323.00,44864.60,M00002522,10292.20,12750.60,0,0
TX0000015661,37,PAYMENT,2112.00,C000003581,270.00,0.00,M00002541,74156.00,76268.00,0,0
TX0000015662,38,PAYMENT,704.80,C000003594,3217.00,2512.20,M00002560,145293.90,145998.70,0,0
TX0000015663,39,PAYMENT,787.80,C000003607,6164.00,5376.20,M00002579,9229.40,10017.20,0,0
TX0000015664,40,PAYMENT,634.50,C000003620,12101.00,11466.50,M00002598,80155.50,80790.00,0,0
TX0000015665,41,PAYMENT,2962.40,C000003633,12058.00,9095.60,M00002617,147779.20,150741.60,0,0
TX0000015666,42,PAYMENT,1903.00,C000003646,15005.00,13102.00,M00002636,12771.50,14674.50,0,0
TX0000015667,43,TRANSFER,985.80,C000003659,17952.00,16966.20,C000014332,37439.00,38424.80,0,0
TX0000015668,44,TRANSFER,1180.30,C000003672,20899.00,19718.70,C000014361,17026.00,18206.30,0,0
TX0000015669,45,CASH_OUT,314.00,C000003685,25053.50,24739.50,C000014390,46334.50,46334.50,0,0
TX0000015670,46,CASH_OUT,3056.40,C000003698,26793.00,23736.60,C000014419,25458.20,25458.20,0,0
TX0000015671,47,CASH_IN,204.00,C000003711,29740.00,29944.00,C000014448,3705.60,3909.60,0,0
TX0000015672,48,DEBIT,1681.30,C000003724,32687.00,31005.70,M00002750,21656.90,23338.20,0,0
TX0000015673,49,PAYMENT,1162.80,C000003737,35634.00,34471.20,M00002769,89606.40,90769.20,0,0
TX0000015674,50,PAYMENT,4165.00,C000003750,40605.00,36440.00,M00002788,157174.00,161339.00,0,0
TX0000015675,51,PAYMENT,400.40,C000003763,41528.00,41127.60,M00002807,25350.20,25750.60,0,0
TX0000015676,52,PAYMENT,75.00,C000003776,44475.00,44400.00,M00002826,95357.50,95432.50,0,0
TX0000015677,53,PAYMENT,1966.80,C000003789,48147.40,46180.60,M00002845,159928.40,161895.20,0,0
TX0000015678,54,PAYMENT,735.30,C000003802,3805.80,3070.50,M00002864,30177.40,30912.70,0,0
TX0000015679,55,PAYMENT,552.00,C000003815,3316.00,2764.00,M00002883,96350.00,96902.00,0,0
TX0000015680,56,PAYMENT,574.40,C000003828,6263.00,5688.60,M00002902,165299.20,165873.60,0,0
TX0000015681,57,TRANSFER,2726.00,C000003841,9210.00,6484.00,C000014738,1652.10,4378.10,0,0
TX0000015682,58,TRANSFER,1842.30,C000003854,12157.00,10314.70,C000014767,29991.20,31833.50,0,0
TX0000015683,59,CASH_OUT,658.80,C000003867,16946.30,16287.50,C000014796,9692.00,9692.00,0,0
TX0000015684,60,CASH_OUT,1029.00,C000003880,18051.00,17022.00,C000014825,41020.00,41020.00,0,0
TX0000015685,61,CASH_OUT,338.40,C000003893,20998.00,20659.60,C000014854,20676.20,20676.20,0,0
TX0000015686,62,CASH_IN,2904.50,C000003906,23945.00,26849.50,C000014883,594.60,3499.10,0,0
TX0000015687,63,PAYMENT,742.00,C000003919,26892.00,26150.00,M00003035,41807.40,42549.40,0,0
TX0000015688,64,PAYMENT,1438.80,C000003932,29839.00,28400.20,M00003054,106957.40,108396.20,0,0
TX0000015689,65,PAYMENT,1096.00,C000003945,32786.00,31690.00,M00003073,178690.00,179786.00,0,0
TX0000015690,66,PAYMENT,3921.90,C000003958,35733.00,31811.10,M00003092,42292.70,46214.60,0,0
TX0000015691,67,PAYMENT,2673.00,C000003971,38680.00,36007.00,M00003111,110644.00,113317.00,0,0
TX0000015692,68,PAYMENT,93.30,C000003984,41627.00,41533.70,M00003130,180384.40,180477.70,0,0
