id,subject_type,subject_id,event_type,content,confidence,created_step
ME00000277,customer,C000005096,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,343
ME00000278,customer,C000005908,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,371
ME00000279,merchant,M00001962,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,380
ME00000280,customer,C000017189,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,16
ME00000281,merchant,M00004885,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,53
ME00000282,merchant,M00002184,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,174
ME00000283,customer,C000002844,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,211
ME00000284,merchant,M00000186,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,332
ME00000285,customer,C000007426,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,369
ME00000286,merchant,M00001592,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,406
ME00000287,customer,C000019519,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,42
ME00000288,merchant,M00004515,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,79
ME00000289,customer,C000004101,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,200
ME00000290,merchant,M00002517,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,237
ME00000291,merchant,M00000519,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,395
ME00000292,merchant,M00001222,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,432
ME00000293,merchant,M00004737,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,617
ME00000294,customer,C000001849,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,68
ME00000295,merchant,M00004145,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,105
ME00000296,customer,C000003995,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,142
ME00000297,customer,C000006431,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,226
ME00000298,customer,C000006866,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,241
ME00000299,merchant,M00002147,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,263
ME00000300,merchant,M00000149,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,421
ME00000301,merchant,M00000852,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,458
ME00000302,merchant,M00004367,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,643
ME00000303,customer,C000004179,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,94
ME00000304,merchant,M00003775,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,131
ME00000305,customer,C000006325,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,168
ME00000306,customer,C000008761,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,252
ME00000307,customer,C000009196,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,267
ME00000308,merchant,M00001777,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,289
ME00000309,customer,C000015489,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,484
ME00000310,customer,C000000854,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,669
ME00000311,merchant,M00004700,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,706
ME00000312,merchant,M00002702,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,120
ME00000313,merchant,M00003405,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,157
ME00000314,customer,C000008655,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,194
ME00000315,customer,C000011091,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,278
ME00000316,merchant,M00001407,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,315
ME00000317,customer,C000017819,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,510
ME00000318,customer,C000003184,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,695
ME00000319,merchant,M00004330,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,732
ME00000320,merchant,M00002332,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,146
ME00000321,merchant,M00003035,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,183
ME00000322,customer,C000010985,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,220
ME00000323,merchant,M00000334,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,304
ME00000324,merchant,M00001037,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,341
ME00000325,customer,C000005514,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,721
ME00000326,merchant,M00003960,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,14
ME00000327,customer,C000010154,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,137
ME00000328,merchant,M00001962,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,172
ME00000329,customer,C000012242,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,209
ME00000330,merchant,M00003368,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,246
ME00000331,merchant,M00000667,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,367
ME00000332,merchant,M00004885,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,589
ME00000333,customer,C000007844,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,3
ME00000334,merchant,M00003590,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,40
ME00000335,merchant,M00001592,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,198
ME00000336,customer,C000014572,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,235
ME00000337,merchant,M00002998,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,272
ME00000338,customer,C000019154,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,393
ME00000339,merchant,M00004515,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,615
ME00000340,merchant,M00002517,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,29
ME00000341,merchant,M00003220,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,66
ME00000342,merchant,M00001222,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,224
ME00000343,customer,C000016902,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,261
ME00000344,merchant,M00002628,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,298
ME00000345,merchant,M00004145,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,641
ME00000346,customer,C000008995,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,678
ME00000347,merchant,M00002147,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,55
ME00000348,merchant,M00002850,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,92
ME00000349,customer,C000016796,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,203
ME00000350,merchant,M00000852,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,250
ME00000351,customer,C000019232,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,287
ME00000352,merchant,M00002258,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,324
ME00000353,merchant,M00003775,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,667
ME00000354,customer,C000011325,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,704
ME00000355,merchant,M00001777,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,81
ME00000356,customer,C000015907,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,118
ME00000357,customer,C000019126,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,229
ME00000358,customer,C000000489,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,276
ME00000359,merchant,M00001185,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,313
ME00000360,merchant,M00001888,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,350
ME00000361,merchant,M00003405,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,693
ME00000362,customer,C000013655,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,730
ME00000363,merchant,M00001407,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,107
ME00000364,customer,C000018237,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,144
ME00000365,merchant,M00004219,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,255
ME00000366,customer,C000002819,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,302
ME00000367,merchant,M00000815,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,339
ME00000368,merchant,M00001518,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,376
ME00000369,merchant,M00003035,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,719
ME00000370,customer,C000015985,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,12
ME00000371,merchant,M00001037,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,133
ME00000372,customer,C000000567,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,170
ME00000373,merchant,M00003849,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,281
ME00000374,merchant,M00000445,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,365
ME00000375,customer,C000007295,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,402
ME00000376,customer,C000012660,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,587
ME00000377,customer,C000017242,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,1
ME00000378,merchant,M00003368,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,38
ME00000379,merchant,M00000667,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,159
ME00000380,customer,C000002897,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,196
ME00000381,merchant,M00003479,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,307
ME00000382,merchant,M00000075,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,391
ME00000383,customer,C000009625,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,428
ME00000384,customer,C000014990,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,613
ME00000385,merchant,M00004996,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,650
ME00000386,customer,C000019572,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,27
ME00000387,merchant,M00002998,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,64
ME00000388,customer,C000004154,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,185
ME00000389,merchant,M00001000,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,222
ME00000390,merchant,M00003109,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,333
ME00000391,customer,C000011955,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,454
ME00000392,customer,C000016044,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,595
ME00000393,customer,C000017320,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,639
ME00000394,merchant,M00004626,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,676
ME00000395,customer,C000001902,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,53
ME00000396,merchant,M00002628,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,90
ME00000397,merchant,M00000630,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,248
ME00000398,merchant,M00002739,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,359
ME00000399,customer,C000013995,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,470
ME00000400,customer,C000014285,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,480
ME00000401,customer,C000019650,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,665
ME00000402,merchant,M00004256,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,702
ME00000403,customer,C000004232,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,79
ME00000404,merchant,M00002258,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,116
ME00000405,merchant,M00000260,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,274
ME00000406,merchant,M00002369,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,385
ME00000407,customer,C000016325,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,496
ME00000408,merchant,M00003183,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,691
ME00000409,merchant,M00003886,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,728
ME00000410,merchant,M00001185,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,105
ME00000411,merchant,M00001888,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,142
ME00000412,merchant,M00004700,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,290
ME00000413,customer,C000015436,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,411
ME00000414,customer,C000017002,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,465
ME00000415,customer,C000018655,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,522
ME00000416,merchant,M00004811,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,559
ME00000417,merchant,M00002813,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,717
ME00000418,customer,C000005383,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,10
ME00000419,merchant,M00000815,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,131
ME00000420,merchant,M00001518,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,168
ME00000421,merchant,M00004330,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,316
ME00000422,customer,C000017766,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,437
ME00000423,customer,C000019332,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,491
ME00000424,customer,C000000985,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,548
ME00000425,merchant,M00004441,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,585
ME00000426,merchant,M00002443,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,743
ME00000427,customer,C000007713,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,36
ME00000428,merchant,M00000445,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,157
ME00000429,customer,C000012295,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,194
ME00000430,merchant,M00003960,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,342
ME00000431,customer,C000000096,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,463
ME00000432,merchant,M00003368,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,574
ME00000433,merchant,M00004071,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,611
ME00000434,merchant,M00002073,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,25
ME00000435,customer,C000010043,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,62
ME00000436,merchant,M00000075,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,183
ME00000437,customer,C000014625,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,220
ME00000438,merchant,M00003590,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,368
ME00000439,merchant,M00004996,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,442
ME00000440,customer,C000002426,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,489
ME00000441,merchant,M00002998,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,600
ME00000442,merchant,M00003701,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,637
ME00000443,merchant,M00001703,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,51
ME00000444,customer,C000012373,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,88
ME00000445,customer,C000016955,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,246
ME00000446,customer,C000000290,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,361
ME00000447,merchant,M00003220,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,394
ME00000448,merchant,M00004626,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,468
ME00000449,merchant,M00000519,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,515
ME00000450,merchant,M00002628,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,626
ME00000451,customer,C000009048,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,663
ME00000452,customer,C000013630,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,77
ME00000453,merchant,M00002036,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,114
ME00000454,customer,C000019285,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,272
ME00000455,customer,C000002620,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,387
ME00000456,merchant,M00002850,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,420
ME00000457,merchant,M00004256,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,494
ME00000458,customer,C000006796,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,531
ME00000459,merchant,M00000149,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,541
ME00000460,merchant,M00002258,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,652
ME00000461,customer,C000011378,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,689
ME00000462,customer,C000015960,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,103
ME00000463,merchant,M00001666,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,140
ME00000464,customer,C000005907,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,446
ME00000465,merchant,M00003886,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,520
ME00000466,customer,C000009126,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,557
ME00000467,merchant,M00001888,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,678
ME00000468,customer,C000013708,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,715
ME00000469,customer,C000018290,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,129
ME00000470,merchant,M00001296,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,166
ME00000471,merchant,M00004811,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,351
ME00000472,customer,C000008237,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,472
ME00000473,customer,C000010383,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,546
ME00000474,merchant,M00004219,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,583
ME00000475,merchant,M00001518,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,704
ME00000476,customer,C000016038,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,741
ME00000477,customer,C000000620,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,155
ME00000478,merchant,M00000926,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,192
ME00000479,customer,C000003578,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,257
ME00000480,merchant,M00004441,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,377
ME00000481,customer,C000010567,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,498
ME00000482,customer,C000012713,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,572
ME00000483,merchant,M00003849,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,609
ME00000484,customer,C000017295,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,730
ME00000485,merchant,M00001851,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,23
ME00000486,merchant,M00000556,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,218
ME00000487,customer,C000005908,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,283
ME00000488,merchant,M00004071,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,403
ME00000489,customer,C000010461,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,440
ME00000490,customer,C000012897,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,524
ME00000491,customer,C000015043,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,598
ME00000492,merchant,M00003479,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,635
ME00000493,customer,C000019625,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,12
ME00000494,merchant,M00001481,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,49
ME00000495,merchant,M00000186,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,244
ME00000496,merchant,M00003701,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,429
ME00000497,customer,C000012791,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,466
ME00000498,merchant,M00001000,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,550
ME00000499,customer,C000017373,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,624
ME00000500,merchant,M00003109,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,661
ME00000501,customer,C000001955,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,38
ME00000502,merchant,M00001111,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,75
ME00000503,customer,C000014048,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,455
ME00000504,merchant,M00004034,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,492
ME00000505,merchant,M00004737,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,529
ME00000506,merchant,M00000630,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,576
ME00000507,merchant,M00002036,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,650
ME00000508,merchant,M00002739,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,687
ME00000509,customer,C000004285,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,64
ME00000510,merchant,M00000741,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,101
ME00000511,customer,C000006866,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,153
ME00000512,customer,C000011796,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,323
ME00000513,customer,C000016378,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,481
ME00000514,merchant,M00003664,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,518
ME00000515,merchant,M00004367,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,555
ME00000516,merchant,M00000260,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,602
ME00000517,merchant,M00001666,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,676
ME00000518,merchant,M00002369,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,713
ME00000519,merchant,M00000371,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,127
ME00000520,customer,C000009196,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,179
ME00000521,customer,C000014126,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,349
ME00000522,customer,C000018708,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,507
ME00000523,merchant,M00003294,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,544
ME00000524,customer,C000000854,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,581
ME00000525,merchant,M00001296,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,702
ME00000526,customer,C000005436,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,739
ME00000527,merchant,M00000001,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,153
ME00000528,merchant,M00004219,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,375
ME00000529,merchant,M00004922,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,412
ME00000530,customer,C000001038,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,533
ME00000531,merchant,M00002924,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,570
ME00000532,customer,C000003184,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,607
ME00000533,merchant,M00000926,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,728
ME00000534,customer,C000007766,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,21
ME00000535,merchant,M00003849,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,401
ME00000536,merchant,M00004552,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,438
ME00000537,merchant,M00001851,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,559
ME00000538,merchant,M00002554,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,596
ME00000539,customer,C000005514,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,633
ME00000540,merchant,M00000556,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,10
ME00000541,customer,C000010096,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,47
ME00000542,customer,C000010154,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,49
ME00000543,merchant,M00003479,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,427
ME00000544,customer,C000002189,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,464
ME00000545,merchant,M00001481,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,585
ME00000546,merchant,M00002184,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,622
ME00000547,customer,C000007844,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,659
ME00000548,merchant,M00000186,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,36
ME00000549,customer,C000012426,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,73
ME00000550,merchant,M00003109,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,453
ME00000551,customer,C000004519,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,490
ME00000552,merchant,M00001111,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,611
